BUILDING_NUMBER,CLUSTER_NUM,LOG_BUILDING_VOLUME,LOG_BUILDING_HEIGHT,LOG_EXT_GROSS_AREA,LOG_GJ,LOG_GHG,ACCESS_LEVEL_CODE,ACCESS_LEVEL_NAME,ASSIGNABLE_AREA,BILLING_FY,BLDG_SRV,BLDG_SRV_PER,BUILDING_GROUP_LEVEL1,BUILDING_HEIGHT,BUILDING_NAME_LONG,BUILDING_TYPE,BUILDING_USE,BUILDING_VOLUME,CAMPUS_SECTOR,CIRCULAT,CIRCULAT_PER,CLASSRMS,CLASSRMS_PER,COST_CENTER_CODE,COST_COLLECTOR_ID,COST_COLLECTOR_KEY,COST_COLLECTOR_NAME,COST_ELEMENT_CATEGORY,CURRENT_BUILDING,DATE_ACQUIRED,DATE_BUILT,DATE_OCCUPIED,DLC_KEY,DLC_NAME,END_DATE,EXT_GROSS_AREA,GENERAL,GENERAL_PER,GHG,GJ,GL_ACCOUNT_ID,GL_ACCOUNT_KEY,GL_ACCOUNT_NAME,GL_ACCOUNT_TYPE_DESCRIPTION,HEALTH,HEALTH_PER,LABS,LABS_PER,LATITUDE_WGS,LEVEL1_CATEGORY,LEVEL2_CATEGORY,LEVEL3_CATEGORY,LONGITUDE_WGS,MECHANIC,MECHANIC_PER,METER_STATUS,MMBTU,NON_ASSIGNABLE_AREA,NUMBER_OF_BTU,NUMBER_OF_UNITS,NUM_OF_ROOMS,OCCUPANCY_CLASS,OFFICES,OFFICES_PER,ON_OFF_CAMPUS_STATUS,ORGANIZATION_ID,ORGANIZATION_NAME,OWNERSHIP_TYPE,PI_CONNECTION,PROFIT_CENTER_ID,PROFIT_CENTER_KEY,PROFIT_CENTER_NAME,RESIDENT,RESIDENT_PER,SCHOOL_AREA,SCHOOL_NAME,SITE,SPECIAL,SPECIAL_PER,START_DATE,START_DATE_USE,START_DATE_USE_YEAR,STRUCT_AREA,STUDY,STUDY_PER,SUPPORT,SUPPORT_PER,UNCLASS,UNCLASS_PER,UNIT_OF_MEASURE,USEABLE_AREA,USE_FY,YEAR_CONST_BEGAN,YEAR_OCCUPIED,kBTU
N57,Office & Mixed Use,5.016260271036341,1.377221715727411,3.6390385553089297,3.329243787845164,2.1078131926292007,2.0,2.0,41521.21,2024.0,0.0,0.0,Non-CUP,23.83536,Building N57,SERVICE,AER,103815.03890182108,NORTH,2436.87,5.470895952466,0.0,0.0,1855700.0,1855700,C1855700-001,N57; Building N57,Primary cost element,Yes,09/01/1980,12/31/1922,09/01/1980,D_FACILITIES,Department of Facilities,2023-08-31,4355.50538787,0.0,0.0,128.1779119761,2134.2426175244004,421148,421148-001,Gas C - THERM - not MTDC,Expenses - Primary Cost Elemen,0.0,0.0,0.0,0.0,42.3630114,Building Usage,Purchased,Gas,-71.09882964,584.35,1.31189519745555,No Individual Metering,2022.86374,3021.22,0.0,61.0,54.0,UGBS1,1752.79,3.93510187926433,On Campus,591026,Dof Buildings,OWNED,N,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-08-01,2023-07-01,2023,2339.86,37423.88,84.0184965211822,2344.54,5.26361044963196,0.0,0.0,THM,44542.43,2024.0,1922.0,1964.0,2022863.74
N9,Lab Dominant,3.7361204272153468,0.998562715327849,2.7375577118874976,2.9564038521604443,1.7422707502288135,1.0,1.0,5345.17,2023.0,0.0,0.0,Non-CUP,9.966960000000002,Superconducting Generator Test Facility,ACADEMIC,AER,5446.536610483556,NORTH,0.0,0.0,0.0,0.0,1850900.0,1850900,C1850900-001,N9; Superconducting Generator Test Fac.,Internal activity allocation,Yes,,,12/31/1978,D_FACILITIES,Department of Facilities,2023-01-31,546.45916212,0.0,0.0,55.242172570899996,904.4901717740001,600752,600752-001,Electricity-not MTDC,Secondary Cost Elements,0.0,0.0,5280.64,95.9064879777263,42.36095321,Building Usage,Produced,Electricity,-71.09519377,160.86,2.92152421980992,No Individual Metering,857.2879,160.86,22491670.0,6590.0,16.0,UGB,64.53,1.17198780246384,On Campus,591026,Dof Buildings,OWNED,N,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-01-01,2022-12-01,2023,376.01,0.0,0.0,0.0,0.0,0.0,0.0,KWH,5506.03,2023.0,,1978.0,857287.9
NE47,Office & Mixed Use,5.489367646024717,1.6542766780625204,3.8350909679621967,4.000168042939971,2.901824092155739,2.0,2.0,63249.26,2023.0,0.0,0.0,Leased Buildings,45.110400000000006,500 Technology Square,ACADEMIC,AER,308579.9085687814,NORTHEAST,0.0,0.0,0.0,0.0,1854500.0,1854500,C1854500-001,Ne47; 500 Technology Square,Primary cost element,Yes,,,05/21/2002,D_FACILITIES,Department of Facilities,2023-02-28,6840.549154269999,0.0,0.0,797.6715307320001,10003.87008036854,421111,421111-001,Electricity Usage (Kwh)-not MTDC,Expenses - Primary Cost Elemen,0.0,0.0,35055.93,53.5472610970337,42.36346458,Building Usage,Purchased,Electricity,-71.09258101,2218.01,3.38796775854561,,9481.802059,2218.01,803730783.0,235491.0,267.0,(NULL),28193.33,43.0647711444207,On Campus,591026,Dof Buildings,LEASED,,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-02-01,2023-01-01,2023,8163.81999999999,0.0,0.0,0.0,0.0,0.0,0.0,KWH,65467.27,2023.0,,,9481802.059
NE48,Office,4.637421434377787,1.410357409293218,3.227064025084569,2.8063232190898413,1.7079792683056092,2.0,2.0,15196.83,2024.0,0.0,0.0,Leased Buildings,25.725120000000004,700 Technology Square,ACADEMIC,AER,43393.17565400995,NORTHEAST,750.73,4.69375518546376,0.0,0.0,1854800.0,1854800,C1854800-001,Ne48; 700 Technology Square,Primary cost element,Yes,,,06/27/2006,D_FACILITIES,Department of Facilities,2023-12-31,1686.80168077,0.0,0.0,51.048063084,640.2111286059801,421111,421111-001,Electricity Usage (Kwh)-not MTDC,Expenses - Primary Cost Elemen,0.0,0.0,205.03,1.28189978511001,42.3640312,Building Usage,Purchased,Electricity,-71.09272747,46.67,0.291792727752446,,606.800683,797.4,53372494.0,15638.0,139.0,(NULL),14875.98,93.0084161600777,On Campus,591026,Dof Buildings,LEASED,,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-12-01,2023-11-01,2023,2162.36,0.0,0.0,115.82,0.724136141596063,0.0,0.0,KWH,15994.23,2024.0,,,606800.683
NE49,Office,5.352558846079381,1.4129226529115155,3.939636193167866,3.9127682479556807,2.814424297171449,2.0,2.0,103885.97,2023.0,0.0,0.0,Leased Buildings,25.877520000000004,600 Technology Square,SERVICE,AER,225195.05311028313,NORTHEAST,0.0,0.0,0.0,0.0,1854900.0,1854900,C1854900-001,Ne49; 600 Technology Square,Primary cost element,Yes,,,12/29/1997,D_FACILITIES,Department of Facilities,2023-02-28,8702.34292584,0.0,0.0,652.26533328,8180.281482621601,421111,421111-001,Electricity Usage (Kwh)-not MTDC,Expenses - Primary Cost Elemen,0.0,0.0,0.0,0.0,42.36339002,Building Usage,Purchased,Electricity,-71.09311895,647.75,0.619656508923628,,7753.38036,647.75,824963056.0,241712.0,646.0,(NULL),71356.73,68.2619254342044,On Campus,591026,Dof Buildings,LEASED,,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-02-01,2023-01-01,2023,-10862.44,0.0,0.0,0.0,0.0,32529.24,31.118418056872,KWH,104533.72,2023.0,,,7753380.359999999
NW10,Residential,5.326406625872524,1.2360634104870014,4.090343215385523,4.1345166993027975,2.8965011352207095,2.0,2.0,82906.95,2023.0,542.41,0.475448915779073,Non-CUP,17.2212,Edgerton House,RESIDENT,DHOA,212034.5465830564,NORTHWEST,24541.91,21.5121854328784,0.0,0.0,1347800.0,1347800,C1347800-001,Edgerton House - Oper,Primary cost element,Yes,,12/31/1922,12/31/1922,D_HOUSING,Housing and Residential Services,2023-06-30,12312.414151339999,3807.69,3.33762667008871,787.9544911162,13630.654171996002,421111,421111-001,Electricity Usage (Kwh)-not MTDC,Expenses - Primary Cost Elemen,0.0,0.0,129.52,0.113530619958529,42.36032016,Building Usage,Purchased,Electricity,-71.09813729,6092.49,5.34036571024658,No Individual Metering,12919.3166,31176.81,218705040.0,64080.0,261.0,UGR2,582.7,0.510765072960428,On Campus,861010,House Manager Operations,OWNED,N,P861010,P861010-001,House Manager Operations,76167.71,66.7647261976639,Dean for Student Life,DORMITORIES,MIT,0.0,0.0,2023-06-01,2023-05-01,2023,18446.02,0.0,0.0,2219.33,1.94535138042435,0.0,0.0,KWH,114083.76,2023.0,1922.0,,12919316.6
NW13,Lab Dominant,4.6957820737503555,0.9358013981918532,3.759980675558502,4.444711868227092,3.2031922728064095,2.0,2.0,46945.06,2024.0,622.1,1.09406265685053,Non-CUP,8.62584,Building NW13,ACADEMIC,AER,49634.319704493726,NORTHWEST,7283.31,12.8088691356149,0.0,0.0,1841300.0,1841300,C1841300-001,Nw13; Building Nw13,Internal activity allocation,Yes,01/01/1960,12/21/1917,12/31/1963,D_FACILITIES,Department of Facilities,2023-11-30,5754.14333033,0.0,0.0,1596.585838454,27842.733353596723,600750,600750-001,Steam-not MTDC,Secondary Cost Elements,0.0,0.0,40745.39,71.6573053171691,42.3598849,Building Usage,Produced,Steam,-71.09736187,2010.99,3.53664854894686,No Individual Metering,26389.715612,9916.4,2396900000.0,2179.0,143.0,UGB,3522.25,6.19444171852077,On Campus,591026,Dof Buildings,OWNED,N,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-11-01,2023-10-01,2023,5075.65,0.0,0.0,2677.42,4.70867262289783,0.0,0.0,MLB,56861.46,2024.0,,1963.0,26389715.612
NW14,Lab & Mixed Use,5.491529328581111,1.3631108421676357,4.128418486413475,4.658139066494765,3.410827996007858,2.0,2.0,101485.34,2023.0,2478.76,1.82972559283239,Non-CUP,23.07336,Francis Bitter Magnet Laboratory (NW14),ACADEMIC,AER,310119.68100997875,NORTHWEST,20434.73,15.0841341895221,1541.11,1.13758831366083,1841400.0,1841400,C1841400-001,Nw14; Francis Bitter Magnet Lab (Nw14),Primary cost element,Yes,12/22/1958,12/31/1913,09/01/1962,D_FACILITIES,Department of Facilities,2023-02-28,13440.59473826,0.0,0.0,2575.300997178,45513.37763147689,421111,421111-001,Electricity Usage (Kwh)-not MTDC,Expenses - Primary Cost Elemen,0.0,0.0,77479.91,57.1926988725614,42.35963208,Building Usage,Purchased,Electricity,-71.09789884,11072.85,8.17355332125504,No Individual Metering,43138.188948,33986.34,1105655002.0,323954.0,402.0,UGB,20389.43,15.0506954663883,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-02-01,2023-01-01,2023,9201.73999999999,0.0,0.0,2074.89,1.53160424377995,0.0,0.0,KWH,135471.68,2023.0,1913.0,1962.0,43138188.948
NW15,Lab Dominant,4.19390141076112,1.018041068723698,3.1758603420374216,2.866290552780565,1.6426648079814583,2.0,2.0,14388.58,2023.0,0.0,0.0,Non-CUP,10.42416,Francis Bitter Magnet Laboratory (NW15),ACADEMIC,AER,15627.92832594134,NORTHWEST,0.0,0.0,0.0,0.0,1841500.0,1841500,C1841500-001,Nw15; Francis Bitter Magnet Lab (Nw15),Internal activity allocation,Yes,,12/01/1961,12/31/1962,D_FACILITIES,Department of Facilities,2023-01-31,1499.20265287,0.0,0.0,43.920250452,735.0054388799999,600751,600751-001,Chilled Water-not MTDC,Secondary Cost Elements,0.0,0.0,14302.47,94.819631831884,42.35934903,Building Usage,Produced,Chilled Water,-71.0982566,695.29,4.60949345227717,No Individual Metering,696.6479999999999,695.29,13896000.0,1158.0,14.0,UGF1,86.11,0.57087471583884,On Campus,591026,Dof Buildings,OWNED,N,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-01-01,2022-12-01,2023,1053.42,0.0,0.0,0.0,0.0,0.0,0.0,THR,15083.87,2023.0,1961.0,1962.0,696648.0
NW16,Office & Mixed Use,4.683780612734306,1.015493879709818,3.668286733024487,3.7438344105720733,2.5107938027439545,2.0,2.0,31109.74,2023.0,900.49,1.9626839614355,Non-CUP,10.3632,Plasma Science And Fusion Center (NW16),ACADEMIC,AER,48281.48427192494,NORTHWEST,11410.3,24.86958523156,0.0,0.0,1841600.0,1841600,C1841600-001,Nw16; Plasma Science And Fusion Center,Primary cost element,Yes,04/01/1966,06/01/1980,05/01/1981,D_FACILITIES,Department of Facilities,2023-06-30,4658.93587617,0.0,0.0,324.1856617546,5544.1428349704,421148,421148-001,Gas C - THERM - not MTDC,Expenses - Primary Cost Elemen,0.0,0.0,12421.45,27.0734607744373,42.3600321,Building Usage,Purchased,Gas,-71.09871532,2460.01,5.36177211514947,No Individual Metering,5254.81284,14770.8,0.0,2302.0,171.0,UGB,18443.1,40.1980883398495,On Campus,591026,Dof Buildings,OWNED,N,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-06-01,2023-05-01,2023,4267.85,0.0,0.0,245.19,0.53440957756818,0.0,0.0,THM,45880.54,2023.0,1980.0,1981.0,5254812.84
NW17,Office & Mixed Use,4.639376837885173,1.0129316629452176,3.6264451749399558,3.8605597815241763,2.681834266572562,2.0,2.0,28487.93,2023.0,916.0,2.22429650552335,Non-CUP,10.30224,Plasma Science And Fusion Center (NW17),ACADEMIC,AER,43588.99319002518,NORTHWEST,9025.91,21.9173581573889,0.0,0.0,1841700.0,1841700,C1841700-001,Nw17; Plasma Science And Fusion Center,Primary cost element,Yes,,12/31/1923,12/31/1923,D_FACILITIES,Department of Facilities,2023-05-31,4231.02094205,0.0,0.0,480.6558877961,7253.703199283122,421111,421111-001,Electricity Usage (Kwh)-not MTDC,Expenses - Primary Cost Elemen,0.0,0.0,13061.49,31.7168412269958,42.35985638,Building Usage,Purchased,Electricity,-71.09914244,2751.72,6.68192268578461,No Individual Metering,6875.1570520000005,12693.63,240125028.0,70356.0,151.0,UGB,14888.72,36.1538513839689,On Campus,591026,Dof Buildings,OWNED,N,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-05-01,2023-04-01,2023,4360.78999999999,0.0,0.0,537.72,1.30573004033844,0.0,0.0,KWH,41181.56,2023.0,,,6875157.052
NW21,Lab & Mixed Use,5.185291283118596,1.123501451936149,4.061789831182447,4.379053925201084,3.14065333097716,2.0,2.0,64826.08,2024.0,788.6,0.71805739523997,Non-CUP,13.289280000000002,Plasma Science And Fusion Center (NW21),ACADEMIC,AER,153211.47128745136,NORTHWEST,7145.28,6.50611354940432,0.0,0.0,1842100.0,1842100,C1842100-001,Nw21; Plasma Science And Fusion Center,Internal activity allocation,Yes,04/01/1980,12/31/1899,05/01/1980,D_FACILITIES,Department of Facilities,2023-12-31,11528.95200398,0.0,0.0,1382.4624086406,23936.129465647202,600751,600751-001,Chilled Water-not MTDC,Secondary Cost Elements,0.0,0.0,57197.75,52.0812419206023,42.3590636,Building Usage,Produced,Chilled Water,-71.09914629,37064.13,33.7486338379858,Chilled Water Only,22686.98412,44998.01,288732000.0,24061.0,145.0,UGB,7050.86,6.42013969794787,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-12-01,2023-11-01,2023,14272.57,0.0,0.0,577.47,0.525813598819713,0.0,0.0,THR,109824.09,2024.0,1899.0,1980.0,22686984.12
NW22,Office & Mixed Use,4.669890800804819,1.0116448635389017,3.658245937265918,3.5240590295194045,2.4258422357135005,2.0,2.0,39630.57,2023.0,642.22,1.41832161815254,Non-CUP,10.271760000000002,Plasma Science And Fusion Center (NW22),ACADEMIC,AER,46761.75485423477,NORTHWEST,2983.95,6.58995483243478,0.0,0.0,1842200.0,1842200,C1842200-001,Nw22; Plasma Science And Fusion Center,Primary cost element,Yes,,,01/17/1992,D_FACILITIES,Department of Facilities,2023-01-31,4552.45788981,0.0,0.0,266.5890062197761,3342.4046706735026,421148,421148-001,Gas C - THERM - not MTDC,Expenses - Primary Cost Elemen,0.0,0.0,20532.95,45.3463406145015,42.35963862,Building Usage,Purchased,Gas,-71.09972313,2023.54,4.46892112857959,No Individual Metering,3167.9759167,5649.71,0.0,0.001,158.0,UGB,18689.0,41.2740380580685,On Campus,591026,Dof Buildings,OWNED,N,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-01-01,2022-12-01,2023,3721.98999999999,0.0,0.0,408.62,0.902423748263041,0.0,0.0,THM,45280.28,2023.0,,1992.0,3167975.9167
NW30,Residential,5.260654950083391,1.3590762260592628,3.9015787240241284,3.608783692588013,2.3857393009299486,2.0,2.0,50288.65,2024.0,588.17,0.800319382092532,Non-CUP,22.86,BUILDING NW30,RESIDENT,DHOA,182244.7180298502,NORTHWEST,16495.3,22.445055516995,0.0,0.0,1348100.0,1348100,C1348100-001,Nw30,Internal activity allocation,Yes,10/01/1958,12/31/1904,11/01/1958,D_HOUSING,Housing and Residential Services,2023-11-30,7972.20988757,4491.91,6.11211492530266,243.0744439412,4062.4094387648006,600754,600754-001,Medium Temprture Hot Watr CElem Categ 43,Secondary Cost Elements,0.0,0.0,0.0,0.0,42.35864725,Building Usage,Produced,Steam,-71.09997287,6119.79,8.32716145219249,Chilled Water & Steam,3850.40608,23203.26,0.0,218941.0,253.0,UGR2,355.19,0.483304897096837,On Campus,861010,House Manager Operations,OWNED,Y,P861010,P861010-001,House Manager Operations,43392.58,59.0440226686175,Dean for Student Life,DORMITORIES,MIT,0.0,0.0,2023-11-01,2023-10-01,2023,12320.28,383.86,0.522315993692367,1665.11,2.26570516401057,0.0,0.0,HTW,73491.91,2024.0,1904.0,1958.0,3850406.08
NW35,Residential,5.632882699667017,1.2621662130512066,4.370716486615811,4.241909816299091,2.9701309658182145,2.0,2.0,158677.44,2023.0,772.65,0.357327085184946,Non-CUP,18.288,Ashdown House,RESIDENT,DHOA,429420.4272201355,NORTHWEST,41836.44,19.3480788969325,0.0,0.0,1345770.0,1345770,C1345770-001,Nw35 House Manager Operations,Primary cost element,Yes,,01/01/2008,07/01/2008,D_HOUSING,Housing and Residential Services,2023-04-30,23480.99448929,10091.2,4.66687255810305,933.5357753472,17454.596607327603,421111,421111-001,Electricity Usage (Kwh)-not MTDC,Expenses - Primary Cost Elemen,0.0,0.0,265.05,0.122577549897457,42.35879785,Building Usage,Purchased,Electricity,-71.10143928,14943.93,6.91111233819694,Chilled Water & Steam,16543.70046,57553.02,634131987.0,185799.0,581.0,UGR2,759.62,0.351301107161313,On Campus,861010,House Manager Operations,OWNED,Y,P861010,P861010-001,House Manager Operations,145049.62,67.0810301194383,Dean for Student Life,DORMITORIES,MIT,0.0,0.0,2023-04-01,2023-03-01,2023,36516.97,0.0,0.0,2511.95,1.16170034508552,0.0,0.0,KWH,216230.46,2023.0,2008.0,2008.0,16543700.459999999
NW61,Residential,4.7322537866483065,1.167962093419075,3.5642916932292312,3.6299434022286436,2.3834349976624476,2.0,2.0,25163.08,2023.0,1142.95,3.46163759278761,Non-CUP,14.72184,Random Hall,RESIDENT,DHOA,53982.598596536685,NORTHWEST,5548.38,16.8043053388783,0.0,0.0,1347400.0,1347400,C1347400-001,Random Hall-Oper,Primary cost element,Yes,,12/30/1899,12/31/1968,D_HOUSING,Housing and Residential Services,2023-03-31,3666.83774559,8102.92,24.5412069498671,241.7881418281,4265.239300756401,421111,421111-001,Electricity Usage (Kwh)-not MTDC,Expenses - Primary Cost Elemen,0.0,0.0,151.94,0.460178674349839,42.36184456,Building Usage,Purchased,Electricity,-71.0982858,1163.2,3.52296850074854,No Individual Metering,4042.65094,7854.53,61707040.0,18080.0,204.0,UGR2,526.24,1.59381614841292,On Campus,861010,House Manager Operations,OWNED,N,P861010,P861010-001,House Manager Operations,15518.45,47.0005248714247,Dean for Student Life,DORMITORIES,MIT,0.0,0.0,2023-03-01,2023-02-01,2023,6451.92,0.0,0.0,863.53,2.61536192353111,0.0,0.0,KWH,33017.61,2023.0,1899.0,1968.0,4042650.94
NW86,Residential,6.038518102625865,1.5109565906265923,4.527561511999273,4.437183809606564,3.233043605290549,2.0,2.0,251866.41,2023.0,980.72,0.311151095342467,Non-CUP,32.43072,70 Pacific Street Dormitory,RESIDENT,DHOA,1092743.1748746776,NORTHWEST,51639.06,16.3834224666117,0.0,0.0,1348300.0,1348300,C1348300-001,Sidney & Pacific,Primary cost element,Yes,,02/01/2001,08/01/2002,D_HOUSING,Housing and Residential Services,2023-04-30,33694.69363846,20636.5,6.54730155297621,1710.1870176130492,27364.266389664688,421111,421111-001,Electricity Usage (Kwh)-not MTDC,Expenses - Primary Cost Elemen,0.0,0.0,273.71,0.0868394305267423,42.35972041,Building Usage,Purchased,Electricity,-71.10221874,10704.73,3.39626852194854,No Individual Metering,25936.21821476,63324.51,731132863.413,214220.001,720.0,UGR2,2487.61,0.789239106253442,On Campus,861010,House Manager Operations,OWNED,Y,P861010,P861010-001,House Manager Operations,222747.44,70.6706398775701,Dean for Student Life,DORMITORIES,MIT,0.0,0.0,2023-04-01,2023-03-01,2023,47495.9,1912.53,0.606784611688687,3808.62,1.20835333708217,0.0,0.0,KWH,315190.92,2023.0,2001.0,2002.0,25936218.214759998
W1,Residential,5.6028199454186325,1.3561712354158557,4.246648710002777,4.239145717303143,3.088900917718109,2.0,2.0,96772.94,2023.0,12218.89,8.09019118222798,Non-CUP,22.707600000000003,Fariborz Maseeh Hall,RESIDENT,DHOA,400700.5563428527,WEST,33101.92,21.9169549197035,0.0,0.0,1345000.0,1345000,C1345000-001,Maseeh Hall-Oper,Internal activity allocation,Yes,12/31/1937,12/31/1900,12/31/1939,D_HOUSING,Housing and Residential Services,2023-05-31,17646.098942329998,18349.67,12.149412788788,1227.1592285039999,17343.858325288984,600750,600750-001,Steam-not MTDC,Secondary Cost Elements,0.0,0.0,130.67,0.0865172926331058,42.35761763,Building Usage,Produced,Steam,-71.0935107,8939.64,5.91898255081211,Steam Only,16438.741233,54260.45,707300000.0,643.0,559.0,UGR2,866.99,0.574038628147061,On Campus,861010,House Manager Operations,OWNED,Y,P861010,P861010-001,House Manager Operations,75810.24,50.1943576847477,Dean for Student Life,DORMITORIES,MIT,0.0,0.0,2023-05-01,2023-04-01,2023,38907.72,828.51,0.548560818240258,786.86,0.52098413470028,0.0,0.0,MLB,151033.39,2023.0,1900.0,1939.0,16438741.233000001
W11,Office & Mixed Use,3.8001211079322874,0.6988588107152608,3.1012622972170267,3.4050706996082267,2.1792207937582737,2.0,2.0,7922.29,2024.0,539.28,4.46623860520316,Non-CUP,4.99872,Religious Activities Center,SERVICE,STAC,6311.333186128904,WEST,2766.4,22.9109228553516,0.0,0.0,1831100.0,1831100,C1831100-001,W11; Religious Activities Center,Primary cost element,Yes,02/01/1966,12/31/1936,01/01/1967,D_FACILITIES,Department of Facilities,2023-09-30,1262.5898602299999,3641.75,30.160444371196,151.0848068689,2541.3863889036,421148,421148-001,Gas C - THERM - not MTDC,Expenses - Primary Cost Elemen,0.0,0.0,0.0,0.0,42.35826109,Building Usage,Purchased,Gas,-71.09353578,846.62,7.0115838301756,No Individual Metering,2408.76006,4152.3,0.0,1151.0,63.0,UGB,3761.78,31.1545153914129,On Campus,591026,Dof Buildings,OWNED,N,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-09-01,2023-08-01,2023,1515.82,0.0,0.0,518.76,4.29629494666071,0.0,0.0,THM,12074.59,2024.0,1936.0,1967.0,2408760.06
W15,Office & Mixed Use,3.7006711749688215,1.0051530463715992,2.695518128597222,3.3995684881837365,2.124598506778611,2.0,2.0,2815.91,2023.0,105.2,2.20282766014473,Non-CUP,10.119360000000002,MIT Chapel,SERVICE,STAC,5019.623859820849,WEST,986.24,20.6512999195926,0.0,0.0,1831500.0,1831500,C1831500-001,W15; Mit Chapel,Internal activity allocation,Yes,,05/01/1954,05/01/1955,D_FACILITIES,Department of Facilities,2023-02-28,496.04163305000003,1969.9,41.2485761190029,133.22891982000002,2509.3918790391003,600750,600750-001,Steam-not MTDC,Secondary Cost Elements,0.0,0.0,0.0,0.0,42.35832688,Building Usage,Produced,Steam,-71.09412494,868.33,18.1823321495578,No Individual Metering,2378.435235,1959.77,168300000.0,153.0,26.0,UGA4,285.34,5.97485593674618,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-02-01,2023-01-01,2023,563.67,0.0,0.0,560.67,11.7401082149558,0.0,0.0,MLB,4775.68,2023.0,1954.0,1955.0,2378435.235
W16,Office & Mixed Use,4.77750457488819,1.1847186798125822,3.592785895075607,3.8789443063891262,2.651029315395135,2.0,2.0,20138.7,2023.0,1659.14,4.29729153613785,Non-CUP,15.300960000000002,Kresge Auditorium,SERVICE,STAC,59910.72496154275,WEST,10146.47,26.280084653903,11335.4,29.3594985828423,1831600.0,1831600,C1831600-001,W16; Kresge Auditorium,Internal activity allocation,Yes,,05/01/1953,12/31/1956,D_FACILITIES,Department of Facilities,2023-03-31,3915.48797994,0.0,0.0,447.743526378,7567.3584553973005,600750,600750-001,Steam-not MTDC,Secondary Cost Elements,0.0,0.0,0.0,0.0,42.35813383,Building Usage,Produced,Steam,-71.09505791,6664.66,17.2619471589115,Fully Metered,7172.443705,18470.27,375100000.0,341.0,94.0,UGA1A3,4155.68,10.7635091016414,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,817.8,2.1181606243316,2023-03-01,2023-02-01,2023,3537.01,0.0,0.0,3829.82,9.91950834223239,0.0,0.0,MLB,38608.97,2023.0,1953.0,1956.0,7172443.705
W20,Office & Mixed Use,5.58767578903978,1.3590762260592628,4.228599562980517,4.300437074827312,3.1058144324191495,2.0,2.0,115255.23,2024.0,2905.02,1.6861887868347,Non-CUP,22.86,Julius Adams Stratton Student Center,SERVICE,STAC,386968.65593922004,WEST,36111.51,20.9605521606285,0.0,0.0,1832000.0,1832000,C1832000-001,W20; Julius Adams Stratton Student Ctr,Internal activity allocation,Yes,,09/01/1963,10/01/1965,D_FACILITIES,Department of Facilities,2023-11-30,16927.762727,70603.64,40.9811519637434,1275.893521974094,19972.713617017944,600750,600750-001,Steam-not MTDC,Secondary Cost Elements,0.0,0.0,3381.48,1.96274506161947,42.3590424,Building Usage,Produced,Steam,-71.09477464,18011.44,10.454553897304,Fully Metered,18930.4054907,57027.97,787600000.0,716.0,443.0,UGA3M,30094.02,17.4677623819386,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-11-01,2023-10-01,2023,9925.80000000002,9236.28,5.36110311394262,1939.81,1.12594263398869,0.0,0.0,MLB,172283.2,2024.0,1963.0,1965.0,18930405.4907
